path,rights_group,origin,origin_commit,source_identity,modification_status,owner_evidence,ai_assistance,third_party_material,inbound_license,current_notice,outbound_license,redistribution_authority,public_status,public_release_eligible,required_action,evidence_reference,authority_effect,record_status
components/CoherenceLattice/python/src/coherence/aha/workflow.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:f11c68bec67c82f8dbff61c46cba0d5b21ef858c,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/workflow.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/context/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:9eeef6d33cde090bcb0cb02f64abaad24166bb0e,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/context/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/context/symbol_normalize.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ebd62dc58632745a1c5c3de42e161b8aa87190b0,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/context/symbol_normalize.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:a7d6b97efbd31bd644961cfa4b50ce6a716b084d,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/grounding/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/bundle_builder.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:06e151f75d15c3afccb9c94ccc6d1c137f386143,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/grounding/bundle_builder.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/bundle_manifest.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:261734786a0c280b53032ead98da6637a3e5bccf,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/grounding/bundle_manifest.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/grounding/text_decode.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:e16027e1ed00ac8caf12b6c126f7e399139cede9,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/grounding/text_decode.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:807aba33b5516566da9355fc9d98bf445caf5eed,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/__main__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:eb53e2f31b2f703ad32ef64b8a41faa3e7d18e08,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/__main__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/adapter.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:e58998ac08d8f849fe8130e18c074a443f2e52f0,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/adapter.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/aha.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:75ec9bffda76e205b24a6c82534b04af81558206,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/aha.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/aperture.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:55980d95a4ef348c57a55fc185191436ff68bd7b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/aperture.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/atlas_contract.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:b3d59f8c081a7ea7aa6cb60820c45f7870aef134,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,MPL-2.0_FILE_HEADER_PRESERVED,EXISTING_SPDX_MPL-2.0_HEADER_PRESERVED,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/atlas_contract.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/canonical.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:d456f98e0e0395971b5f417380f7b9671d63209d,RL02_UNICODE_PROVENANCE_COMMENT_ONLY,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNICODE_UCD_17.0.0_DEFAULT_IGNORABLE_CODE_POINT_DATA,MPL-2.0_WITH_UNICODE-3.0_DATA_EXCEPTION,UNICODE_UCD_PROVENANCE_COMMENT_AND_THIRD_PARTY_NOTICE,MPL-2.0_WITH_UNICODE_LICENSE_V3_EXCEPTION,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:components/CoherenceLattice/python/src/coherence/totality/canonical.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/claims.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:1e41e074c1dffec5cb0f5a3431bc98d346b31da3,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/claims.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/cli.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:288d104757b3c3292732f2d587fdeae7e01725b8,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/cli.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/counterexamples.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:1efcfb9b3cd91906eea5e316c5a5aff9ab05758e,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/counterexamples.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/errors.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:1917e7fe5277cdbed000d64392d9a0befb635c8b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/errors.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/grounding.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:2fcb7b00b977e9c7919927a91bd82f05f36332c1,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,MPL-2.0_FILE_HEADER_PRESERVED,EXISTING_SPDX_MPL-2.0_HEADER_PRESERVED,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/grounding.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/inactive_routes.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:26a1a9739516797e866c32118dc446abf91680e6,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/inactive_routes.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/plugins.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:edce49eecd93aca301cdef3e625fd17b5a79b2a0,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/plugins.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/pmr.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:86a3b677ab69ad141297b9108cc50d72bc04c8a9,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/pmr.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/request.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:83bf85ec5c69ece1d392c27c0fb243abfd392956,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/request.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schema_runtime.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:cb4560aac978812a24da373185f3c92e1597ca47,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/schema_runtime.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/candidate_packet.v1.schema.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:0b942ecf675a94897ed7b1cafabfc3affe6c776e,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/schemas/candidate_packet.v1.schema.json,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/grounding_bundle.v1.schema.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:28a85dfc8adf220dd018373c333bb51b14be92fe,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/schemas/grounding_bundle.v1.schema.json,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/schemas/request_envelope.v1.schema.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:c547346be0295587c6c33063b0d3a8e085e8ca91,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/schemas/request_envelope.v1.schema.json,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/seal.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:f4875fea4e5474c68aaec9096a4611bc2b0647a5,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,MPL-2.0_FILE_HEADER_PRESERVED,EXISTING_SPDX_MPL-2.0_HEADER_PRESERVED,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/seal.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/tel.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:31593026e40566be4802f2209c4f5a0d6de7eed2,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/tel.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/totality/ucm.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:234296b1589c2e7eff906bce1f233db55c850b8e,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,MPL-2.0_FILE_HEADER_PRESERVED,EXISTING_SPDX_MPL-2.0_HEADER_PRESERVED,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/totality/ucm.py,NONE,ACTIVE
